================================================================================
           MeasurementSet Name:  /lustre/opsw/work/alma08/2013.1.00269.S/analysis/calibrated/SgrB2_a_03_7M.calibrated.ms      MS Version 2
================================================================================
   Observer: keflavich     Project: uid://A001/X10e/X119  
Observation: ALMA

  Telescope Observation Date    Observer       Project        
  ALMA      [                   4.91091e+09, 4.91091e+09]keflavich      uid://A001/X10e/X119
  ALMA      [                   4.911e+09, 4.911e+09]keflavich      uid://A001/X10e/X119
  ALMA      [                   4.91108e+09, 4.91108e+09]keflavich      uid://A001/X10e/X119
  ALMA      [                   4.91108e+09, 4.91108e+09]keflavich      uid://A001/X10e/X119
Data records: 200928       Total elapsed time = 172719 seconds
   Observed from   01-Jul-2014/06:00:36.1   to   03-Jul-2014/05:59:14.7 (UTC)

   ObservationID = 0         ArrayID = 0
  Date        Timerange (UTC)          Scan  FldId FieldName             nRows     SpwIds   Average Interval(s)    ScanIntent
              06:32:33.7 - 06:39:13.2    32     34 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     35 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     36 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     37 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     38 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     39 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     40 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     41 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     42 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     43 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:39:32.7 - 06:40:33.3    33      3 J1744-3116                1320  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [CALIBRATE_PHASE#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     44 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     45 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     46 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     47 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     48 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     49 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     50 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     51 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     52 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     53 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     54 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     55 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:40:57.8 - 06:47:37.3    34     56 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:47:56.7 - 06:48:57.3    35      3 J1744-3116                1320  [4, 5, 6, 7]  [10.1, 10.1, 10.1, 10.1] [CALIBRATE_PHASE#ON_SOURCE]

   ObservationID = 2         ArrayID = 0
  Date        Timerange (UTC)          Scan  FldId FieldName             nRows     SpwIds   Average Interval(s)    ScanIntent
  03-Jul-2014/03:43:48.0 - 03:53:53.7    36      0 J1700-2610                8640  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [CALIBRATE_BANDPASS#ON_SOURCE]
              03:55:20.7 - 04:00:23.5    38     58 J1733-130                 4320  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [CALIBRATE_AMPLI#ON_SOURCE,CALIBRATE_FLUX#ON_SOURCE]
              04:00:57.8 - 04:01:58.4    39      3 J1744-3116                 864  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [CALIBRATE_PHASE#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41      5 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41      6 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41      7 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41      8 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41      9 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41     10 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41     11 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41     12 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41     13 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41     14 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41     15 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              04:03:18.9 - 04:09:58.4    41     16 SgrB2                      432  [8,9,10,11]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
